"id","country","publication_date","source","source_type","headline"
234,"UK","2015-10-16","The Daily Telegraph","Print","Coleridge Goode;
Much-loved double-bass player who worked with Stéphane Grappelli and Django
Reinhardt"
235,"Germany","2012-08-16","taz","Print","Sie sind keine Ausländer mehr;
MIGRANTEN Der Türkische Bund Berlin (TBB) hat einen neuen Vorstand: Eine neue
Generation übernimmt"
236,"UK","2016-05-27","Metro","Print","Migrants arriving from Europe hit a high of 184,000"
237,"Sweden","2008-08-22","Dagens Nyheter","Print","Rovdrift på arbetsmarknaden. Ken Loach spanar in rättslösheten i"
238,"UK","2016-11-06","mirror.co.uk","Online","Theresa May gives Brexiteer media the green light to carry on attacking Article
50 judges;
The PM refused to condemn newspapers who branded thge judges 'Enemies of
thepeople'"
239,"Romania","2015-09-28","Ziarul Financiar","Print","Paisprezece răniţi în Germania, în urma unor ciocniri între refugiaţi la o tabără de migranţi"
240,"Poland","2014-04-30","Rzeczpospolita","Print","Jedno zezwolenie na pobyt i pracę"
241,"UK","2011-03-01","The Guardian","Print","Migrants made to pay for cuts to immigration system budget"
242,"Germany","2010-05-28","Frankfurter Rundschau","Print","Verhaftung bei der Polizei;"
243,"Germany","2014-09-16","Frankfurter Rundschau","Print","Initiative gegen Flüchtlingsheim"
244,"Germany","2015-09-17","taz","Print","Die Profi-Helferin;
Am Samstag in der Taz"
245,"UK","2016-05-26","mirror.co.uk","Online","G7 summit sees world leaders testing self-driving cars as they consider
congestion-easing measures;
The G7 summit also looks set to cover topics such as the global economy, refugee
crisis, and combating terrorism"
246,"Germany","2016-04-26","Frankfurter Rundschau","Print","Handfester Streit unter Flüchtlingen"
247,"Romania","2014-06-04","Romania Libera","Print","Un turc și un uncrainean, cercetaţi pentru că au transportat ilegal, pe Marea Neagră, 39 de migranţi afgani şi iranieni"
248,"Romania","2013-10-12","Ziarul Financiar","Print","Peste 50 de morţi în urma scufundării unei nave cu imigranţi în Marea Mediterană - presă"
249,"Sweden","2004-03-17","Dagens Nyheter","Print","Invandrare utnyttjas som slavarbetare i Storbritannien"
250,"Spain","2014-11-06","ABC","Print","Kai y su guerra contra el Muro"
251,"UK","2016-05-03","The Guardian","Print","Peter Dutton accuses refugee advocates of encouraging suicide on Nauru;
The immigration minister says 'by providing false hope to these people
[advocates] really are to be condemned'"
252,"Sweden","2016-04-07","Svenska Dagbladet","Print","Ska Sverige vara humant eller ordningsamt?"
253,"Germany","2017-12-02","taz","Print","Unter Zedern;
Die Flüchtlingszahlen im arabischen Raum sind erschreckend hoch, besonders auch
im Libanon"
254,"Spain","2009-11-09","El Pais","Print","Una dosis de realidad;
Los repobladores rurales o los 'niños de la guerra' centran otros filmes"
255,"UK","2017-02-21","mirror.co.uk","Online","Fears 74 dead migrants washed ashore may have been murdered as they fled their
homes;
WARNING GRAPHIC IMAGES The 71 men and three women who drowned at the weekend are
likely to be from sub-Sahara"
256,"Spain","2005-06-19","El Pais","Print","Rescatados 13 inmigrantes de una patera en la que murieron otras 11 personas"
257,"Sweden","2000-06-21","Dagens Nyheter","Print","Flyktingtragedin: Många dör på väg mot friheten"
258,"Romania","2015-09-07","Evenimentul Zilei","Print","Ministrul de externe, Bogdan Aurescu: Aderarea României ar întări spaţiul Schengen"
259,"UK","2004-01-31","Daily Mirror","Print","MEDICAL TEST FOR REFUGEES"
260,"Germany","2017-08-26","taz","Print","Ein Zimmer voller Rauch;
AUSHALTEN 2015 brannte das Flüchtlingsheim, in dem Danyel Azari wohnte. Damals
wurde er beschuldigt, es angezündet zu haben"
261,"Sweden","2016-12-04","Expressen","Print","Så praktiskt ordnat att Ekeroth alltid återföljs av ett par livvakter -"
262,"Romania","2015-07-27","Evenimentul Zilei","Print","Viktor Orban, la Băile Tușnad: Imigrația ilegală amenință Ungaria și Europa și pune în pericol siguranța cetățeanului"
263,"Germany","2014-01-10","taz","Print","In Kreuth über Rassismus reden;
TOBIAS SCHULZE ÜBER ZUWANDERER UND BRANDANSCHLÄGE"
264,"Hungary","2015-08-27","Nepszava","Print","Visszaélések a magyar állampolgársággal"
265,"Germany","2013-10-05","taz","Print","Wir verfolgen das in Lampedusa;
FLÜCHTLINGE Am Kreuzberger Oranienplatz sind die meisten Flüchtlinge über
Italien nach Deutschland gekommen. Rechtlich dürfen sie deshalb kein Asyl
beantragen. Ihr Protest soll darum weitergehen"
266,"Hungary","2017-02-01","Magyar Hirlap","Print","Fidesz: A nőkre a bevándorlás és az azt támogató pártok jelentik a legnagyobb veszélyt"
267,"Hungary","2016-09-30","Magyar Idök","Print","A nőkre és a gyerekekre veszélyes a migráció"
268,"Hungary","2015-09-05","Nepszava","Print","Törvények ellenünk"
269,"Germany","2017-01-29","Welt Online","Online","Seehofer;
Merkel wird gemeinsame Kanzlerkandidatin"
270,"Germany","2015-10-05","taz","Print","Die Stimmungskanonen;
Flucht Führende Politiker der Großen Koalition machen Stimmung gegen die
Flüchtlingspolitik der Kanzlerin. Die hält noch dagegen   taz.fluchthilfe SEITE
4, 5, 6"
271,"Spain","2005-01-09","El Pais","Print","Varon iberoamericano con estudios"
272,"Romania","2015-12-31","Ziarul Financiar","Print","Merkel: Imigranţii extracomunitari oferă avantaje economiei. Germania îi poate integra"
273,"Hungary","2017-01-25","Magyar Idök","Print","Churchill mérge"
274,"Hungary","2011-11-03","Nepszabadsag","Print","Ötven év Németországban"
275,"UK","2017-10-09","The Daily Telegraph","Print","Refugees top policy agenda as Merkel tries to unite party"
276,"Romania","2016-07-25","Evenimentul Zilei","Print","Declarație comună ÎMPOTRIVA cotelor de migranți . Credeţi-mă că apărarea noastră cu animale de pluş nu se poate, trebuie să privim în faţă asta"
277,"Hungary","2016-05-07","Nepszava","Print","Egy betört ablak"
278,"Germany","2013-09-06","taz","Print","Polizei stoppt Flüchtlinge"
279,"UK","2013-08-08","The Guardian","Print","Calls to boycott Winter Olympics over laws 'that treat gays as Hitler did Jews':
Fry attacks Russia in open letter to IOC and Cameron Sochi 2014 Games 'akin to
Berlin Olympics' of 1936"
280,"UK","2016-02-01","The Guardian","Print","Economists to Cameron: refugee crisis response 'morally unacceptable';
In open letter to PM, more than 120 leading economists including former UN and
World Bank officials say UK can do far more"
281,"UK","2017-09-02","mirror.co.uk","Online","Single market, clean break or customs union - which Brexit side do you support
and how much will it cost you?;
We look at the rival political teams battling it out and what their gameplans
mean for Britain"
282,"Germany","2014-11-12","Welt Online","Online","Exground Filmfest;
Grüß Gott, Jorge!"
283,"Sweden","2009-04-16","Dagens Industri","Print","Tror på invandrarföretag"
284,"Sweden","2010-02-12","Expressen","Print","Kanada vinner"
285,"Sweden","2014-02-27","Dagens Industri","Print","Nya skatteparadis lockar utvandrare"
286,"Spain","2017-03-14","El Pais","Print","Turquía amenaza a la UE y acusa a Merkel de apoyar a los terroristas"
287,"Spain","2005-05-08","El Mundo","Print","EL RETO DE LA INMIGRACION / LOS ANTECEDENTES.
Un proceso de regularizacion que vale por los siete anteriores.
La normalizacion de inmigrantes llevada a cabo por el Gobierno supera las
solicitudes de las iniciativas realizadas desde 1985."
288,"Germany","2017-09-18","Welt Online","Online","Aus Osteuropa;
Lastwagen mit Flüchtlingen gestoppt - neue Schleuserroute?"
289,"Romania","2015-04-14","Romania Libera","Print","O ambarcaţiune cu imigranţi s-a scufundat în Marea Mediterană. Aproximativ nouă persoane au murit"
290,"Germany","2015-06-11","Welt Online","Online","Migrationsindex 2015;
Deutsche Integrationspolitik immer mehr Vorbild"
291,"Spain","2010-11-11","El Pais","Print","Más de la mitad de los vascos asocia inmigración con inseguridad"
292,"Germany","2005-12-23","Frankfurter Rundschau","Print","TILK besetzt fast alle Posten   ;
Ausländerbeirat hat gewählt"
293,"Germany","2004-11-17","Frankfurter Rundschau","Print","Flüchtlingshilfe   ;
Benefiz für Zenica - Kunst unterm Hammer"
294,"Sweden","2012-10-20","Aftonbladet","Print","Obligatorisk läsning för barn och rasister"
295,"Sweden","2003-01-11","Dagens Nyheter","Print","Guidebok för hemlösa"
296,"Germany","2016-01-09","taz","Print","Müller gibt den Macher;
Ausblick Der Regierende Bürgermeister stellt seine Agenda für das Jahr 2016 vor.
Für die Unterbringung von Flüchtlingen will er auch private Gebäude
beschlagnahmen"
297,"Hungary","2017-08-29","Magyar Hirlap","Print","„Hazánk érdeke a legfontosabb"
298,"Germany","2003-10-08","taz","Print","Aufzeichnungen eines Pointenjägers;
Wie einer in Leningrad zur Welt kommt, in New York aufwächst und als
Exilheimkehrer in Prag zu einem sehr untypischen Helden reift: Gary Shteyngarts
Handbuch für den russischen Debütanten ist eine verführerische Mischung aus
Kalauern, historischen Anspielungen und identitätspolitischen Volten"
299,"Poland","2007-11-02","Gazeta Wyborcza","Print","Włochy: policyjne kontrole w rumuńskich obozowiskach i osiedlach"
300,"UK","2002-05-07","The Daily Telegraph","Print","High-camp hero of Holland's Right set to be martyr Pim Fortuyn was on the brink
of a national political breakthrough, writes Ambrose Evans-Pritchard, who
interviewed him last Friday"
301,"UK","2017-01-31","telegraph.co.uk","Online","How sacked attorney general Sally Yates responded to Jeff Sessions when asked if
she would defy Donald Trump"
302,"Poland","2012-09-12","Rzeczpospolita","Print","Odmowa pobytu w Polsce była uzasadniona"
303,"Spain","2008-05-03","ABC","Print","Corbacho no cree «razonable» plantear la congelación salarial"
304,"UK","2015-06-22","Daily Mirror","Print","jihadis 'enter europe disguised as refugees';
Terror experts fear IS bomb attacks"
305,"Sweden","2015-09-13","Dagens Nyheter","Print","Jag ser hur mannen smyger in bakom telefonkiosken och gömmer sig."
306,"UK","2015-03-18","mirror.co.uk","Online","Vikings were NOT the sex-mad marauders we thought, new DNA study suggests;
Horny helmeted Norsemen may have a reputation as sex-mad plunderers but they
never left enough offspring to have done so in Britain according to DNA studies"
307,"Sweden","2000-12-15","Dagens Nyheter","Print","Litteratur. Judiska tankar. Jackie Jakubowski spanar från sin svenska"
308,"Germany","2015-10-24","Frankfurter Rundschau","Print","Der Platz wird immer knapper"
309,"Hungary","2016-03-04","Nepszabadsag","Print","A menekültügy egyre inkább háborúra emlékezte"
310,"Spain","2007-10-02","ABC","Print","Un documental de la Hispalense, seleccionado para competir en el XXIV Festival
de Cine de Bogotá"
311,"Spain","2017-05-24","El Pais","Print","Trump ataca los programas sociales y propone recortar 3,2 billones en 10 años"
312,"Poland","2013-09-10","Gazeta Wyborcza","Print","Bogaci Norwegowie wymienili rząd. Pora na konserwatystów"
313,"UK","2016-01-27","telegraph.co.uk","Online","Brexit would cut net migration to Britain by 100,000 a year, claims new report;"
314,"Hungary","2016-11-17","Magyar Hirlap","Print","Ombudsmani indítvány az uniós kvótarendszer ügyében"
315,"Romania","2016-08-30","Ziarul Financiar","Print","Sofia cere desfăşurarea a 300 de ofiţeri Frontex, în contextul intensificării fluxului de imigranţi"
316,"Romania","2014-09-02","Romania Libera","Print","UPDATE. VIDEO: Percheziții la București, Timiș și Alba, într-un dosar de trafic de migranți . 22 de persoane audiate la Timișoara"
317,"Sweden","2013-11-27","Expressen","Print","Italien i kyla"
318,"Germany","2013-07-12","Frankfurter Rundschau","Print","Neues Wohnheim für Flüchtlinge;
Flörsheim Kreis investiert zwei Millionen Euro / Stadt stellt Grundstück zur
Verfügung"
319,"Romania","2015-08-31","Jurnalul National","Print","Vasile Blaga consideră că România nu este pregătită să facă față cotei de imigranți care i-ar reveni"
320,"Sweden","2009-10-06","Dagens Nyheter","Print","Inte en enda kvinna platsar i hans ledningsgäng"
321,"Hungary","2016-06-07","Magyar Idök","Print","Felszámoltak egy párizsi vadtábort"
322,"Germany","2009-08-13","Frankfurter Rundschau","Print","Land will Roma aus dem Kosovo loswerden;
283 bisher geduldete Flüchtlinge sollen zurück / Linke fordert Abschiebestopp"
323,"Poland","2014-11-04","Rzeczpospolita","Print","Generałowie i prezydenci: Kreml przygarnia wszystkich"
324,"UK","2006-10-29","Daily Mirror","Print","TENSION AROUND TIERNAN"
325,"Sweden","2002-09-04","Dagens Nyheter","Print","Flyktingförläggning vräks"
326,"Romania","2014-02-20","Ziarul Financiar","Print","Elveţia ar putea reintroduce vizele pentru cetăţenii care nu fac parte din spaţiul Schengen"
327,"Hungary","2015-06-12","Nepszabadsag","Print","Ezerháromszáz szülő nélküli gyermek"
328,"Sweden","2008-05-30","Svenska Dagbladet","Print","Vi bryr oss för lite om vårt eget kulturarv"
329,"Germany","2017-06-30","Welt Online","Online","Lesbisches Liebespaar;
Und zur Hochzeit soll die Kanzlerin kommen"
330,"UK","2005-10-15","The Guardian","Print","Faith schools warned: open gates to all or be shut down: Minister calls for
tough decisions to stop racism: Immigrants must have absolute duty to integrate"
331,"Poland","2007-08-29","Gazeta Wyborcza","Print","Córka Saddama finansuje irackich rebeliantów?"
332,"Hungary","2017-06-17","Magyar Hirlap","Print","Kiállítás nyílt Elliott Erwitt fotóiból"
333,"Sweden","2015-09-11","Dagens Industri","Print","Dags för en ny ton i migrationsdebatten"
334,"Poland","2017-12-03","Gazeta Wyborcza","Print","Alternatywa dla Niemiec bardziej radykalna. Pokierują nią dumny z Wehrmachtu i
islamofob"
335,"Sweden","2011-08-17","Svenska Dagbladet","Print","Regeringen avgör Agizas öde"
336,"UK","2003-05-26","The Daily Telegraph","Print","Global responsibility"
337,"Romania","2016-04-10","Ziarul Financiar","Print","Zeci de imigranţi , răniţi la Idomeni după ce poliţiştii macedoneni au folosit gaze lacrimogene"
338,"UK","2017-08-11","Daily Mirror","Print","Migrants' boat comes ashore on hols beach;
Sunbathers look on as men flee"
339,"Romania","2013-07-16","Ziarul Financiar","Print","Munca în Italia a devenit doar o nostalgie a anilor '90: Peste 14% din imigranţi sunt şomeri iar numărul este în creştere"
340,"Germany","2016-10-15","Welt Online","Online","Angst vor Terror;
Bürger überschwemmen Behörden mit Warnhinweisen"
341,"Sweden","2014-12-18","Expressen","Print","Hägglund besviken över migrationsdebatten"
342,"Hungary","2017-05-06","Nepszava","Print","Magyar életerő"
343,"Hungary","2015-09-01","Nepszabadsag","Print","Keleti zárás"
344,"Poland","2006-03-09","Rzeczpospolita","Print","Ważne sekundy"
345,"Germany","2003-07-02","Frankfurter Rundschau","Print","DAS PORTRÄT   ;
Unermüdlich   ;
Almuth Berger"
346,"Poland","2017-04-07","Rzeczpospolita","Print","Węgry testują Brukselę"
347,"Spain","2001-09-05","El Pais","Print","ESPANA REPLICA AL REY DE MARRUECOS QUE DEBE COMBATIR A LAS MAFIAS EN SU PAIS
EXTERIORES UTILIZA A UN SECRETARIO DE ESTADO PARA CONTESTAR A MOHAMED VI"
348,"Hungary","2017-12-28","Magyar Hirlap","Print","Bevándorlási törvényt sürget a német munkaügyi hivatal vezetője"
349,"Germany","2013-01-04","taz","Print","Hungern im Seitenschiff für das Recht zu bleiben;
ÖSTERREICH Dutzende Asylbewerber protestieren mit einem Camp in der Wiener
Votivkirche für eine angemessene Behandlung"
350,"Poland","2006-11-04","Gazeta Wyborcza","Print","W.Brytania: Rząd nie doszacował liczby imigrantów z Europy Środkowowschodniej"
351,"Poland","2016-03-30","Rzeczpospolita","Print","Młodzi Polacy za kontrolą granic"
352,"Spain","2006-01-30","El Pais","Print","La ministra holandesa de Inmigracion quiere que en la calle solo se hable
holandes"
353,"Romania","2016-03-21","Ziarul Financiar","Print","Germania a înregistrat două milioane de migranţi în 2015"
