"id","country","publication_date","source","source_type","headline"
205,"Germany","2015-11-19","Frankfurter Rundschau","Print","Stadt kauft Bürogebäude für Flüchtlinge"
206,"Spain","2015-10-19","El Pais","Print","La derecha radical suiza avanza con un discurso contra la inmigración"
207,"Germany","2017-03-07","Frankfurter Rundschau","Print","Junge Geflüchtete überzeugen"
208,"Spain","2003-12-24","El Mundo","Print","Extranjeros de vuelta."
209,"Germany","2017-01-26","Welt Online","Online","Trumps Präsidialverfügungen;
König Donald zeigt der Politik, dass er sie nicht braucht"
210,"Spain","2006-09-04","El Mundo","Print","Impresiones.
El Gobierno no consigue frenar a los cayucos."
211,"UK","2016-06-25","The Daily Telegraph","Print","Birth of a new Britain;
Shock vote to leave Europe pushes Prime Minister to resign ; Boris reaches out
to Remain supporters with plea for unity ; Johnson and Gove prepare to head
'Brexit government' ; Obama stands by his 'back of the queue' comments as birth
of new Britain begins"
212,"Spain","2008-03-25","ABC","Print","El Ejecutivo balear acogerá a menores subsaharianos en hogares de familias del
mismo origen"
213,"Germany","2014-12-17","Welt Online","Online","Anschlag in Vorra;
Kripo-Profiler sollen Brandstifter überführen"
214,"Germany","2015-04-09","Frankfurter Rundschau","Print","Mal reinschnuppern"
215,"UK","2015-10-09","The Guardian","Print","A Tory civil war is brewing, with Europe as the battlefield;
Cameron's opponents are many, and they're biding their time - heaping praise on
his EU renegotiations but strangling him with impossible demands"
216,"UK","2002-04-09","Daily Mirror","Print","BRIDE'S TEARS AS GARDAI RAID WEDDING"
217,"UK","2017-01-18","telegraph.co.uk","Online","Refugees tortured and raped in squalid desert camps, arrest of Somali 'sadist'
reveals"
218,"Germany","2017-01-14","Welt Online","Online","Zulauf für Bundesfreiwilligendienst in Thüringen"
219,"Spain","2001-02-16","El Pais","Print","LOS OBISPOS REITERAN LOS REPROCHES POR EL TRATO A LOS INMIGRANTES"
220,"Spain","2006-05-04","El Mundo","Print","Rivas, capital del otro mundo posible.
La localidad madrilena acogera en junio a miles de activistas en el II Foro
Social Mundial de las Migraciones, que pedira derechos como el de la ciudadania
universal."
221,"UK","2017-01-30","telegraph.co.uk","Online","Donald Trump's refugee ban will make the world 'less secure,' warns Italian
minister"
222,"Germany","2004-06-08","taz","Print","Holzlatrinen zwischen Edelhütten;
Ärzte ohne Grenzen hat auf dem Potsdamer Platz ein Flüchtlingscamp errichtet.
Die Ausstellung vermittelt einen Eindruck davon, wie Millionen Menschen leben
müssen"
223,"UK","2014-12-16","Metro","Print","Miliband pledges to tackle those exploiting migrants"
224,"Germany","2014-12-03","taz","Print","Kiel erlässt Abschiebestopp"
225,"Germany","2017-01-26","Welt Online","Online","Bundesgericht urteilt;
Familiennachzug nur mit Deutschkenntnissen erlaubt"
226,"Spain","2016-04-06","El Pais","Print","Europa ya tiene un 40% del muro de Trump"
227,"UK","2012-10-04","telegraph.co.uk","Online","One-in-20 parents challenge school admissions rulings;
More than one-in-20 parents attempted to force their children's way into popular
primary schools last year amid rising competition for the most sought-after
places."
228,"Spain","2004-03-30","El Pais","Print","Los inmigrantes rechazan la violencia Una quincena de asociaciones se
manifiestan en Atocha contra el terror"
229,"Germany","2007-01-03","Frankfurter Rundschau","Print","Partner für Ausländer gesucht    ;
Ehrenamtliche sollen bei Behördengängen helfen"
230,"Spain","2015-10-21","El Pais","Print","Barcelona recibe 1.900 ofertas de ayuda para los refugiados"
231,"UK","2016-05-06","telegraph.co.uk","Online","German interest in cricket surges thanks to talented refugee players"
232,"Germany","2017-10-15","Welt Online","Online","Balkanroute;
Griechenland trickst bei der Flüchtlingszahl"
233,"UK","2016-06-07","telegraph.co.uk","Online","Nine-month-old migrant baby taken into care by Italian couple after being
orphaned in Mediterranean crossing"
234,"UK","2017-07-07","The Guardian","Print","War and violence drive 80% of people fleeing to Europe by sea, not economics;
Report challenges economic migrant myth, revealing that most of those making
perilous sea crossing were forced from their homes by persecution and fear"
235,"Germany","2001-09-04","taz","Print","Flüchtlingsschiff Tampa geräumt"
236,"Germany","2002-04-04","taz","Print","Liebe taz... Populistisch, selektiv, reaktionär"
237,"UK","2014-11-28","Daily Mirror","Print","WARSAW PACKED;
SCANDAL OF CHEAP FOREIGN STAFF Hundreds of Polish workers bussed in to Next site
in an area of high unemployment EXCLUSIVE"
238,"UK","2010-02-12","The Daily Telegraph","Print","Labour's biggest legacy comes from encouragement of large-scale immigration;
Letters to the Editor"
239,"UK","2009-05-14","The Guardian","Print","National: MPs demand action on trafficking 'slave trade'"
240,"Germany","2014-01-02","taz","Print","Nicht ohne den Bund;
ZUWANDERUNG Die Kommunen verlangen mehr Unterstützung bei der Unterbringung von
Migranten. Und die CSU legt in der Debatte nach"
241,"Germany","2017-09-05","Welt Online","Online","Ausstellung in Marienborn;
Rück- und Zuwanderung in die DDR"
242,"Germany","2015-02-24","taz","Print","Aus China in die Türkei;
AUSREISE Viele Uiguren fühlen sich in ihrer nordwestchinesischen Heimat
diskriminiert. Immer mehr versuchen das Land zu verlassen und irgendwie nach
Istanbul zu gelangen"
243,"Germany","2015-12-16","Frankfurter Rundschau","Print","Ärzte beraten sich"
244,"Spain","2010-01-23","ABC","Print","Inmigración, debate social"
245,"Spain","2003-09-13","El Pais","Print","Ensenanza admite que algunas clases estaran llenisimas"
246,"UK","2016-07-07","telegraph.co.uk","Online","Nigerian refugee who fled Boko Haram beaten to death in alleged racist attack in
Italy"
247,"UK","2016-12-26","The Guardian","Print","Our secret weapon against the populist right in 2017 is hope;
Political misery stands before us, but there is cause for optimism. Now is the
time to ask for more"
248,"UK","2012-12-19","The Daily Telegraph","Print","Immigrants should not be made scapegoats, says Blair"
249,"Spain","2009-12-18","El Pais","Print","La policía clausura 12 pisos en el Raval en la mayor redada contra los 'lateros'"
250,"Germany","2002-07-02","taz","Print","Flüchtlinge zur Kasse gebeten"
251,"UK","2016-06-24","The Guardian","Print","Young remain voters came out in force, but were outgunned;
Analysis by the Guardian shows the higher median age in an area the higher the
turnout - meaning larger numbers of older, leave voters got their way"
252,"UK","2015-04-27","Daily Mirror","Print","Migrant ship skipper to be grilled on trafficking barons"
253,"UK","2016-10-10","The Daily Telegraph","Print","Immigration controls at Irish border to be strengthened"
254,"UK","2013-09-03","Daily Mirror","Print","MOANING VINNIE;
Jones rant about England's weather and immigrants"
255,"Spain","2010-05-07","El Pais","Print","Rescatada una patera en Tarifa con 49 inmigrantes"
256,"Spain","2015-07-30","El Pais","Print","200 intentos de entrada al día"
257,"Spain","2006-09-09","El Pais","Print","Secretario de Cambio Climático de Medio Ambiente Hay que incorporar el cambio
climático a los planes urbanísticos"
258,"Spain","2004-08-25","El Pais","Print","Unos 80.000 inmigrantes se podrian regularizar gracias al arraigo laboral"
259,"UK","2015-11-24","The Guardian","Print","Guardian and Observer charity appeal 2015: refugees;
This is the crisis of our times, and how we respond to it is a test of our
values, our spirit, our ingenuity, our generosity· Click here to donate to our
appeal"
260,"Spain","2004-05-13","El Pais","Print","Convenio para la integracion de los inmigrantes"
261,"UK","2017-01-29","telegraph.co.uk","Online","Everything you need to know about Donald Trump's 'Muslim ban'"
262,"UK","2015-08-29","telegraph.co.uk","Online","Migrant deaths: UN Secretary-General appeals for European governments to act;
Ban Ki-moon says governments must step up response to migrant crisist"
263,"UK","2016-09-18","telegraph.co.uk","Online","Theresa May to tell world leaders that Britain has 'a right' to protect its
borders"
264,"Spain","2013-03-01","ABC","Print","Sescam niega que no atienda a menores inmigrantes"
265,"Spain","2005-05-09","El Pais","Print","Inmigracion"
266,"Spain","2009-12-04","El Mundo","Print","El 64% de los españoles suspende al Gobierno en inmigración"
267,"Germany","2008-10-29","Frankfurter Rundschau","Print","Angenehm älter werden;
Dietzenbach Pilotprojekt für Migranten gestartet"
268,"UK","2016-09-23","telegraph.co.uk","Online","Theresa May aims to kill off Ukip by giving it everything it wants"
269,"Germany","2017-10-21","Welt Online","Online","Grüner OB Palmer;
Kriminelle Flüchtlinge schnell ausweisen"
270,"UK","2010-06-26","Daily Mirror","Print","MIGRANT CAP ROW;
MINISTERS REBEL AT SECRET MEETING"
271,"UK","2005-03-17","Daily Mirror","Print","MIRROR WORKS: VICTORY FOR KEY SKILLS"
272,"Germany","2015-09-03","Welt Online","Online","Aktion Arschloch;
Ärzte-Hymne gegen Neonazis von 1993 stürmt die Charts"
273,"Spain","2006-10-21","El Mundo","Print","Los esclavos de hoy en el corazon.
Mary Robinson dedica su emocionado discurso a defender las libertades civiles y
la solidaridad con los inmigrantes."
274,"Spain","2010-06-02","El Pais","Print","Cervera aprueba delatar a los inmigrantes sin papeles"
275,"Spain","2008-08-17","El Mundo","Print","Un 30% de los inmigrantes vive en pisos alquilados y compartidos"
276,"Spain","2014-12-27","El Mundo","Print","UN MILAGRO ENTRE PATERAS"
277,"UK","2017-11-01","The Guardian","Print","We must end the terror double standards;
The White House is pushing a position of collective guilt that is completely
unlike its reaction from just weeks ago after the Las Vegas shooting"
278,"UK","2013-02-13","telegraph.co.uk","Online","State of the Union 2013: Marco Rubio accuses Obama of 'smothering' middle class;"
279,"Spain","2006-11-30","El Pais","Print","El hijo de un emigrante gallego, 'hombre fuerte' del Gabinete"
280,"Germany","2002-10-02","Die Welt","Print","Möllemann kündigt Kampf an;
Konkurrent Andreas Pinkwart soll vor dem Sonderparteitag lächerlich gemacht
werden"
281,"UK","2013-07-16","The Guardian","Print","Comment is free: In brief: The orangutan 'joke', and why racism is alive and
well in Italy"
282,"Spain","2009-08-02","ABC","Print","El número de inmigrantes llegados al Archipiélago cae un 63% hasta el mes de
julio Un total de 1.630 personas arribaron a las Islas en el presente año, 2.895
menos que en el mismo periodo de 2008 _ Se contabiliza así unas 95.700 desde
1994"
283,"UK","2016-03-09","The Guardian","Print","Canada doubles refugee target to 57,000 by the end of this year;
Minister says Canada will step up efforts take in refugees from around the
world, in addition to the 26,000 from Syria it has welcomed over the past three
months"
284,"Spain","2006-09-04","El Mundo","Print","Llegan 1.433 'irregulares' a Canarias en dos dias.
Un total de 759 personas, interceptadas ayer, se suman a las 674 del sabado en
la mayor oleada migratoria del ano."
285,"Germany","2015-04-08","Frankfurter Rundschau","Print","Personal für Deutschkurse"
286,"UK","2015-04-20","telegraph.co.uk","Online","The EU migrant crisis explained in 90 seconds;
Thousands of migrants are dying every month while trying to cross the
Mediterranean to Europe. Why are they fleeing and risking their lives on unsafe
boats?"
287,"UK","2006-08-19","The Daily Telegraph","Print","How drugs harm us"
288,"Germany","2017-01-29","Welt Online","Online","Seehofer;
Merkel wird gemeinsame Kanzlerkandidatin"
289,"Germany","2006-10-27","taz","Print","Städte nutzen letzte Chance zur Abschiebung;
In drei Wochen diskutiert die Innenministerkonferenz über ein Bleiberecht für
geduldete Flüchtlinge. Manche Ausländerbehörden schaffen da noch schnell Fakten
- und schieben Flüchtlinge trotz Krankheit ab"
290,"Spain","2014-08-12","El Pais","Print","31 barcas con 299 inmigrantes llegan en un solo día a la costa de Cádiz"
291,"Spain","2016-06-08","El Mundo","Print","La UE castigará si no se frena la inmigración"
292,"Germany","2017-06-26","Welt Online","Online","Kretschmann plant Initiative für Einwanderungsgesetz"
293,"Spain","2010-04-21","El Pais","Print","Un viaje a la inmigración"
294,"Spain","2011-02-18","ABC","Print","MONTECASSINO HERMANN TERTSCH MULTICULTURALISMOS"
295,"UK","2014-04-27","mirror.co.uk","Online","No poles required: UKIP anti-European Union billboard appears next to camping
advert in seriously bad placement;
This picture was taken of the unfortunate advertising placement of a Go Outdoors
poster in Edinburgh - next to Nigel Farage's party's controversial campaign"
296,"UK","2001-12-19","The Guardian","Print","War in Afghanistan: Inside Yemen: Violence dominates lawless province: Training
camps flourished during 1990s"
297,"UK","2016-05-31","The Guardian","Print","Leave campaign set to argue that staying in EU jeopardises Britain's security;
Justice minister will give a speech arguing that free movement harms the UK's
security"
298,"Spain","2007-11-15","El Mundo","Print","El PSOE recorta el Fondo de Inmigración para no superar el techo del gasto
público;
Vota en contra de partidas del Gobierno para compensar aumentos acordados por la
oposición Los otros grupos lo acusan de utilizar artimañas parlamentarias para
aprobar los Presupuestos"
299,"Spain","2008-08-25","ABC","Print","El Consell multiplica por seis su inversión en inmigración, hasta los 6.000
millones El nuevo Plan Director destinará 817 millones de euros al año a
atención sanitaria para la población extranjera"
300,"Germany","2008-09-13","taz","Print","Doppelt verhört hält besser;
Hamburger Ausländerbehörde übernimmt Federführung im Norden bei der geplanten
Sammelabschiebung von 280 Flüchtlingen aus Sierra Leone. Grüne haben
Bauchschmerzen"
301,"UK","2004-04-03","Daily Mirror","Print","TB BUG ALERT;
 FEARS ILLEGAL IMMIGRANT HAS SPREAD KILLER DISEASE"
302,"Spain","2008-08-07","ABC","Print","España renovó en julio los acuerdos de inmigración, terrorismo y pesca Días
antes de la reciente visita del presidente mauritano, Madrid le condonó la deuda"
303,"UK","2017-08-11","Daily Mirror","Print","Migrants' boat comes ashore on hols beach;
Sunbathers look on as men flee"
304,"UK","2014-11-23","Daily Mirror","Print","Are we being swamped?;
British people believe almost a quarter of the population are immigrants - yet
the figure is just over half that, 13 per cent. WE SEPARATE THE FACTS FROM
SCAREMONGERING FICTION ON IMMIGRATION"
305,"UK","2016-11-09","mirror.co.uk","Online","Trump win sparks riots across US as crowds burn American flag and chant 'Not our
president';
Clinton supporters were filmed setting fire to the US flag while marching
through the streets of Portland, Oregon, shouting F*** Donald Trump"
306,"Germany","2012-09-13","Frankfurter Rundschau","Print","Sonst hätte es keinen interessiert;
Vier Wochen in einem hessischen Asylbewerberheim: Eine packende Doku in der ARD"
