"id","country","publication_date","source","source_type","headline","headline_mt","m_fr_eco","m_fr_lab","m_fr_wel","m_fr_sec"
148,"Sweden","2015-10-16","Aftonbladet","Print","Nattmangling i EU: Turkiet får 30 miljarder i utbyte mot flyktinghjälp","Nightmare in the EU: Turkey gets 30 billion in exchange for refugee aid",0,0,1,0
149,"Germany","2008-06-18","Spiegel Online","Online","Innenminister will Schüler zu Besuchen in KZ-Gedenkstätten verpflichten","Interior Minister wants to oblige students to visit concentration camp memorials",0,0,1,0
150,"Spain","2007-01-18","El Pais","Print","Moustaki narra su alergia a las fronteras","Moustaki narrates his allergy to borders",0,0,0,0
151,"Spain","2008-08-25","ABC","Print","El Consell multiplica por seis su inversión en inmigración, hasta los 6.000
millones El nuevo Plan Director destinará 817 millones de euros al año a
atención sanitaria para la población extranjera","The Consell multiplies its investment in immigration by six, up to 6,000
million The new Master Plan will allocate 817 million euros per year to
health care for the foreign population",1,0,1,0
152,"UK","2014-06-26","telegraph.co.uk","Online","UK has had fastest growing population in Europe for a decade;
Fastest growth in Europe takes UK population to 64.1 million with half of the
increase since 1964 in the last 12 years alone, ONS figures show","UK has had fastest growing population in Europe for a decade;
Fastest growth in Europe takes UK population to 64.1 million with half of the
increase since 1964 in the last 12 years alone, ONS figures show",1,0,1,0
153,"Hungary","2016-04-13","Magyar Hirlap","Print","KKM: Elfogadhatatlan a luxemburgi külügyminiszter nyilatkozata","KKM: Unacceptable Luxembourg Foreign Minister's statement",0,0,0,1
154,"Germany","2015-04-23","Frankfurter Rundschau","Print","Kicken als Mutmacher","Kicking as a motivator",0,0,0,0
155,"UK","2015-09-06","The Guardian","Print","Osborne to spend £1bn of UK aid budget on protecting 'national interest';
Chancellor responds to refugee crisis with plan to spend international aid on
living costs of Syrians in Britain","Osborne to spend £1bn of UK aid budget on protecting 'national interest';
Chancellor responds to refugee crisis with plan to spend international aid on
living costs of Syrians in Britain",1,0,1,0
156,"Spain","2009-02-17","ABC","Print","Rubalcaba rectifica y ordena el cese de los cupos de detención a extranjeros
ilegales","Rubalcaba rectifies and orders the cessation of detention places for foreigners
illegals",0,0,0,0
157,"Spain","2007-02-14","El Mundo","Print","Impresiones.
'Marine I', nuevo ridiculo internacional.","Impressions
'Marine I', new international ridicule.",0,0,0,0
158,"Romania","2015-04-23","Romania Libera","Print","Iohannis: Niciodată problema refugiaților și a migrării nu a fost mai acută","Johannis: Never issue of refugees and migration has been more acute",0,0,0,0
159,"Poland","2014-02-06","Gazeta Wyborcza","Print","Polki na Wyspach chętniej rodzą dzieci niż w kraju? To mit. Ale są
najdzietniejsze spośród imigrantek","Poles on the Islands are more likely to give birth to children than in the country? It's a myth. But they are
the najdttniejsze among immigrants",0,0,1,0
160,"Romania","2016-09-05","Ziarul Financiar","Print","Partidul cancelarului Angela Merkel este pe locul al treilea în alegerile din fieful său electoral","Chancellor Angela Merkel's party is in third place in the elections in his electoral fief",0,0,0,1
161,"Hungary","2017-04-18","Nepszava","Print","Sürgette a menekültek megsegítését a pápa","He urged the refugees helping the Pope",0,0,0,0
162,"Germany","2011-12-09","taz","Print","Nachruf auf die Menschheit;
KLIMAWANDEL In Durban macht sich die Welt gerade Gedanken übers Klima. Na und?
Warum die Tea Party unsere letzte Hoffnung ist, grün eine nette Religion und die
Deutschen nicht auf den Mars auswandern müssen","Obituary of humanity;
CLIMATE CHANGE In Durban, the world is worrying about the climate. So what?
Why the Tea Party is our last hope, green a nice religion and the
Germans do not have to emigrate to Mars",0,0,0,0
163,"Sweden","2017-12-27","Svenska Dagbladet","Print","Planerat asylboende brann","Planned asylum resident fire",0,0,0,0
164,"UK","2005-01-25","The Daily Telegraph","Print","Howard's quotas are not the final word on immigration","Howard's quotas are not the final word on immigration",1,1,0,1
165,"Hungary","2016-08-07","Magyar Hirlap","Print","Kétezer-kétszáz határsértőt fogtak","Two Thousand Two Hundred caught határsértőt",0,0,0,1
166,"Poland","2010-07-24","Gazeta Wyborcza","Print","Włochy chcą oczyścić Górną Adygę","Italy wants to clean up the Upper Adige",0,0,0,0
167,"Poland","2009-11-17","Gazeta Wyborcza","Print","Hiszpania: Kanaryjscy bezrobotni protestują przeciw Polakom","Spain: Canary unemployed protest against Poles",0,1,0,0
168,"UK","2017-01-29","telegraph.co.uk","Online","EU summit: Another show of disunity looms as Europe's political elite fight to
keep union from tearing itself apart","EU summit: Another show of disunity looms as Europe's political elite fight to
keep union from tearing itself apart",0,0,0,1
169,"Poland","2016-09-08","Rzeczpospolita","Print","Mniej formalności przy zatrudnianiu cudzoziemców","Less paperwork for hiring foreigners",0,1,0,0
170,"UK","2011-04-28","The Daily Telegraph","Print","Courts regain power to deport terrorist suspects","Courts regain power to deport terrorist suspects",0,0,0,1
171,"Romania","2015-12-29","Ziarul Financiar","Print","Landurile germane vor cheltui 17 miliarde de euro pentru gestionarea crizei refugiaţilor în 2016","The German Länder will spend 17 billion euros to manage the refugee crisis in 2016",1,0,1,0
172,"Hungary","2017-03-24","Magyar Idök","Print","Másként kezeli a NATO a migrációt","As NATO manages the migration",0,0,0,1
173,"UK","2015-10-29","The Guardian","Print","Coalition will not be 'bullied' on border protection, says Peter Dutton;
Immigration minister says Australia will not 'water down' policies despite
Amnesty International claims officials engaged in people smuggling","Coalition will not be 'bullied' on border protection, says Peter Dutton;
Immigration minister says Australia will not 'water down' policies despite
Amnesty International claims officials engaged in people smuggling",1,0,0,1
174,"Sweden","2001-08-18","Aftonbladet","Print","Får inte invandrare bete sig osvenskt?","Can not immigrants behave unselfishly?",0,0,0,0
175,"Poland","2014-10-30","Gazeta Wyborcza","Print","A uchodźcy wciąż toną na Morzu Śródziemnym","And refugees are still drowning in the Mediterranean",1,0,0,1
176,"Romania","2000-12-21","Romania Libera","Print","Refugiatii au acces gratuit la serviciile de orientare in cariera","Refugees have free access to career guidance",0,1,1,0
177,"Germany","2007-03-01","Die Welt","Print","Drohungen gegen Berliner Parlamentarierin;
PDS-Abgeordnete Evrim Baba in der Türkei wegen ihrer kurdischen Abstammung
heftig angefeindet;
Evrim Baba","Threats against Berlin parliamentarian;
PDS MP Evrim Baba in Turkey because of her Kurdish descent
violently attacked;
Evrim Baba",0,1,0,0
178,"Sweden","2017-09-29","Svenska Dagbladet","Print","Flyktingar döda när båt sjönk","Refugees died when the boat dropped",0,0,0,0
179,"Germany","2002-09-02","taz","Print","Alter Wein in neuen Schläuchen;
Ohne Rücksicht auf Verluste: Bildungsbehörde strukturiert berufliche Integration
von Migrantinnen grundlegend um und gefährdet dadurch die Arbeit bewährter
Einrichtungen im Schanzenviertel und in Altona","Old wine in new bottles;
Regardless of losses: education authority structures occupational integration
migrant women and thus jeopardizes the work of proven
Facilities in the Schanzenviertel and in Altona",1,1,1,0
180,"Poland","2017-02-10","Rzeczpospolita","Print","Malinowy popyt na Ukraińców","Raspberry demand for Ukrainians",0,1,0,0
181,"Germany","2015-07-29","Welt Online","Online","Flüchtlingsansturm;
Briten wollen Eurotunnel besser absichern","Refugee onslaught;
Brits want to hedge Eurotunnel better",1,0,0,1
182,"Spain","2016-11-06","El Pais","Print","Tsipras cambia el Gobierno para facilitar la revisión del rescate","Tsipras changes the government to facilitate the review of the rescue",0,0,0,0
183,"Poland","2007-09-21","Gazeta Wyborcza","Print","I liga koszykarzy: Zastal musi awansować!","I league of basketball players: Zastal must advance!",0,1,0,0
184,"Sweden","2015-08-27","Dagens Nyheter","Print","Över 0 döda vid svensk båträddning","Over 0 dead at Swedish boating",0,0,0,0
185,"Germany","2012-11-20","Frankfurter Rundschau","Print","In Bad Vilbel Plätze anbieten;
Der Kreis sucht dringend Unterkünfte für Flüchtlinge, FR vom 16. November","Offer places in Bad Vilbel;
The county is urgently looking for shelters for refugees, FR from 16 November",0,0,1,0
186,"Germany","2014-10-07","Frankfurter Rundschau","Print","Unterkunft erlaubt","Accommodation allowed",1,0,1,0
187,"Sweden","2005-12-29","Expressen","Print","Ren kosmetik","Clean cosmetics",0,0,0,0
188,"Germany","2005-06-24","taz","Print","Schily zeigt sich von seiner weichen Seite;
Der Innenminister nutzt seine letzte Chance, der Integrationsbeauftragten Beck
die Schau zu stehlen","Schily shows himself from his soft side;
The Minister of the Interior uses his last chance, the Integration Commissioner Beck
to steal the show",0,0,0,0
189,"Romania","2015-09-21","Romania Libera","Print","Tabere pentru refugiați lângă granița cu Serbia","Camps for refugees near the border with Serbia",0,0,0,0
190,"Hungary","2016-07-05","Magyar Hirlap","Print","Hazatért a magyar rendőrkontingens Bulgáriából","Hungarian rendőrkontingens returned to Bulgaria",0,0,0,1
191,"Spain","2016-02-26","ABC","Print","Temor a convertirse en «almacén de asilados»","Fear of becoming «warehouse of asylees»",0,0,0,0
192,"Sweden","2016-06-04","Aftonbladet","Print","Migrationsministern vill se att fler lämnar Sverige efter de fått avslag på","The immigration minister wants to see more people leave Sweden after they have been refused",0,1,0,1
193,"Poland","2008-01-27","Gazeta Wyborcza","Print","Resoviacy przegrają mimo zwycięstwa?","Resoviacy will lose despite the victory?",0,1,0,0
194,"Sweden","2005-10-26","Svenska Dagbladet","Print","Tillfällig asyllag blir försenad","Temporary asyllag will be delayed",0,0,0,0
195,"Germany","2008-09-13","taz","Print","Doppelt verhört hält besser;
Hamburger Ausländerbehörde übernimmt Federführung im Norden bei der geplanten
Sammelabschiebung von 280 Flüchtlingen aus Sierra Leone. Grüne haben
Bauchschmerzen","Double interrogation keeps you better;
Hamburg Foreigners Authority takes over lead in the north at the planned
Collective deportation of 280 refugees from Sierra Leone. Have green
stomach pain",0,0,0,0
196,"Poland","2009-04-29","Gazeta Wyborcza","Print","KE proponuje antykryzysowy budżet na 2010 r.","The EC proposes an anti-crisis budget for 2010.",1,0,0,1
197,"Germany","2004-01-08","Frankfurter Rundschau","Print","Migrationsausstellung   ;
Starttermin auf Mai verschoben","Migration exhibition;
Start date moved to May",0,0,0,0
198,"Poland","2005-09-22","Gazeta Wyborcza","Print","Jak nami porządzą - odc. 8: PO, czyli dla wszystkich 15 proc. podatku","How they will rule - episode 8: PO, that is for all 15 percent. tax",0,1,0,0
199,"Poland","2004-01-11","Gazeta Wyborcza","Print","Tragiczna śmierć 21 nielegalnych imigrantów albańskich","The tragic death of 21 illegal Albanian immigrants",0,0,0,0
200,"Hungary","2017-11-29","Magyar Idök","Print","Juncker a legális bevándorlás híve","Juncker legal immigration advocate",0,0,0,0
201,"Spain","2003-05-30","El Pais","Print","El 77% de los inmigrantes con 'papeles' trabaja, segun Omer Oke","77% of immigrants with 'papers' work, according to Omer Oke",0,1,0,0
202,"Germany","2015-09-24","Frankfurter Rundschau","Print","Schluss mit den Modellprojekten","End the model projects",0,1,1,0
203,"Germany","2017-06-07","Welt Online","Online","Viadrina-Preis für Deutsch-Polnische Schulbuchkommission","Viadrina Prize for the German-Polish Textbook Commission",0,0,0,0
204,"Sweden","2003-05-23","Dagens Nyheter","Print","FEM FRÅGOR TILL BARBRO HOLMBERG: Hon får värsta chefsjobbet","FIVE QUESTIONS TO BARBRO HOLMBERG: She gets the worst boss job",0,0,0,0
205,"Hungary","2016-05-03","Nepszabadsag","Print","Lakner Zoltán: A dolgok neve","Zoltán Lakner: Name of Things",0,0,0,0
206,"Hungary","2016-11-18","Nepszava","Print","Rossz szomszédság","bad neighborhood",0,0,0,1
207,"Hungary","2016-02-16","Magyar Idök","Print","Németország védi migránspolitikáját","Germany defends migránspolitikáját",0,0,0,1
208,"Spain","2009-09-13","ABC","Print","La última quinta de Ifni","The last villa of Ifni",0,0,0,0
209,"Spain","2009-09-25","ABC","Print","Así fue el naufragio de Perejil","This was the shipwreck of Perejil",0,0,0,0
210,"Hungary","2016-09-14","Magyar Idök","Print","Bravó, Asselborn!","Bravó, Asselborn!",0,0,0,0
211,"Germany","2011-02-21","taz","Print","Die Leerstelle;
INTEGRATION Muslime und Homosexualität: Vier einseitig Betroffene ringen in der
Berliner Schaubühne mit der Wirklichkeit und dem Thema. Es fehlen: homosexuelle
Muslime","The blank space;
INTEGRATION Muslims and homosexuality: Four unilaterally affected in the struggle
Berlin Schaubühne with the reality and the topic. Missing: homosexuals
Muslims",0,0,0,0
212,"UK","2015-06-21","telegraph.co.uk","Online","Britain needs to get a better deal from Brussels or leave the European Union,
major new study argues;
A group of business leaders and analysts have published a 1000-page assessment
of Britain's place in the EU and the changes needed","Britain needs to get a better deal from Brussels or leave the European Union,
major new study argues;
A group of business leaders and analysts have published a 1000-page assessment
of Britain's place in the EU and the changes needed",0,0,1,0
213,"Poland","2016-05-14","Gazeta Wyborcza","Print","My ich imitujemy, a oni nas kiwają. Budapeszt traktuje Warszawę instrumentalnie","We imitate them and they sway us. Budapest treats Warsaw instrumentally",0,0,0,0
214,"UK","2016-06-14","mirror.co.uk","Online","One in six children fail to get a place at their first choice secondary school;","One in six children fail to get a place at their first choice secondary school;",0,0,1,0
215,"Germany","2014-08-16","Frankfurter Rundschau","Print","Hilferuf wegen IS-Terror","Call for help because of IS terror",0,0,0,0
216,"Hungary","2014-02-10","Magyar Hirlap","Print","Németország vérfrissítésre vár","Germany waiting for fresh blood",0,1,0,0
217,"Poland","2013-09-24","Rzeczpospolita","Print","Kenia: zakładniczka terroryzmu","Kenya: a hostage of terrorism",0,0,0,0
218,"Poland","2017-08-22","Gazeta Wyborcza","Print","Rumunia zdecydowała się przyjąć blisko 2 tys. uchodźców","Romania has decided to accept nearly two thousand refugees",1,0,0,0
219,"UK","2006-08-19","The Daily Telegraph","Print","How drugs harm us","How drugs harm us",1,0,0,1
